package,protocol,requested,resolved
"js-levenshtein","npm","^1.1.6","1.1.6"
"js-tokens","npm","^3.0.0 || ^4.0.0","4.0.0"
"js-tokens","npm","^4.0.0","4.0.0"
"js-yaml","npm","^3.13.0","3.14.1"
"js-yaml","npm","^3.13.1","3.14.1"
"js-yaml","npm","^3.6.1","3.14.1"
"js-yaml","npm","^4.1.0","4.1.0"
"js-yaml","npm","3.14.1","3.14.1"
"jsbn","npm","~0.1.0","0.1.1"
"jsbn","npm","1.1.0","1.1.0"
"jsdoc-type-pratt-parser","npm","^4.0.0","4.1.0"
"jsdom","npm","^22.1.0","22.1.0"
"jsdom","npm","15.2.1","15.2.1"
"jsesc","npm","^2.5.1","2.5.2"
"jsesc","npm","~0.5.0","0.5.0"
"json-2-csv","npm","^5.5.4","5.5.4"
"json-buffer","npm","3.0.1","3.0.1"
"json-parse-even-better-errors","npm","^2.3.0","2.3.1"
"json-pointer","npm","^0.6.2","0.6.2"
"json-pointer","npm","0.6.2","0.6.2"
"json-schema","npm","0.4.0","0.4.0"
"json-schema-traverse","npm","^0.4.1","0.4.1"
"json-schema-traverse","npm","^1.0.0","1.0.0"
"json-stable-stringify-without-jsonify","npm","^1.0.1","1.0.1"
"json-stringify-safe","npm","~5.0.1","5.0.1"
"json-to-ast","npm","^2.0.3","2.1.0"
"json5","npm","^2.1.2","2.2.3"
"json5","npm","^2.2.2","2.2.3"
"json5","npm","^2.2.3","2.2.3"
"jsonc-parser","npm","^3.2.0","3.2.1"
"jsonfile","npm","^4.0.0","4.0.0"
"jsonfile","npm","^6.0.1","6.1.0"
"jsonparse","npm","^1.2.0","1.3.1"
"jsonpointer","npm","^5.0.0","5.0.1"
"JSONStream","npm","1.3.5","1.3.5"
"jsonwebtoken","npm","^9.0.2","9.0.2"
"jsonwebtoken","npm","8.5.1","8.5.1"
"jsprim","npm","^1.2.2","1.4.2"
"jsx-ast-utils","npm","^2.4.1 || ^3.0.0","3.3.5"
"jwa","npm","^1.4.1","1.4.1"
"jws","npm","^3.2.2","3.2.2"
"keygrip","npm","~1.1.0","1.1.0"
"keyv","npm","^4.0.0","4.5.4"
"keyv","npm","^4.5.3","4.5.4"
"kind-of","npm","^6.0.0","6.0.3"
"kind-of","npm","^6.0.3","6.0.3"
"kleur","npm","^3.0.3","3.0.3"
"kleur","npm","^4.1.3","4.1.5"
"kleur","npm","^4.1.5","4.1.5"
"kleur","npm","4.1.4","4.1.4"
"knex","npm","2.5.1","2.5.1"
"kuler","npm","^2.0.0","2.0.0"
"lazy-universal-dotenv","npm","^4.0.0","4.0.0"
"less-loader","npm","^11.1.0","11.1.4"
"level","npm","5.0.1","5.0.1"
"level-codec","npm","^9.0.0","9.0.2"
"level-concat-iterator","npm","~2.0.0","2.0.1"
"level-errors","npm","^2.0.0","2.0.1"
"level-errors","npm","~2.0.0","2.0.1"
"level-iterator-stream","npm","~4.0.0","4.0.2"
"level-js","npm","^4.0.0","4.0.2"
"level-packager","npm","^5.0.0","5.1.1"
"level-supports","npm","~1.0.0","1.0.1"
"leveldown","npm","^5.0.0","5.6.0"
"levelup","npm","^4.3.2","4.4.0"
"leven","npm","^3.1.0","3.1.0"
"levn","npm","^0.4.1","0.4.1"
"levn","npm","~0.3.0","0.3.0"
"lilconfig","npm","^2.0.3","2.1.0"
"lilconfig","npm","^2.0.5","2.1.0"
"lilconfig","npm","^2.1.0","2.1.0"
"lilconfig","npm","^3.0.0","3.1.1"
"line-counter","npm","^1.0.3","1.1.0"
"lines-and-columns","npm","^1.1.6","1.2.4"
"lint-staged","npm","^11.2.6","11.2.6"
"listr2","npm","^3.12.2","3.14.0"
"load-tsconfig","npm","^0.2.3","0.2.5"
"load-yaml-file","npm","^0.2.0","0.2.0"
"loader-utils","npm","^2.0.0","2.0.4"
"loader-utils","npm","^3.2.0","3.2.1"
"local-pkg","npm","^0.4.3","0.4.3"
"locate-path","npm","^5.0.0","5.0.0"
"locate-path","npm","^6.0.0","6.0.0"
"lockfile","npm","1.0.4","1.0.4"
"lodash","npm","^4.17.11","4.17.21"
"lodash","npm","^4.17.15","4.17.21"
"lodash","npm","^4.17.19","4.17.21"
"lodash","npm","^4.17.21","4.17.21"
"lodash","npm","~4.17.0","4.17.21"
"lodash","npm","~4.17.21","4.17.21"
"lodash","npm","4.17.21","4.17.21"
"lodash.camelcase","npm","^4.3.0","4.3.0"
"lodash.debounce","npm","^4.0.8","4.0.8"
"lodash.defaults","npm","^4.2.0","4.2.0"
"lodash.get","npm","^4.4.2","4.4.2"
"lodash.includes","npm","^4.3.0","4.3.0"
"lodash.isarguments","npm","^3.1.0","3.1.0"
"lodash.isboolean","npm","^3.0.3","3.0.3"
"lodash.isequal","npm","^4.5.0","4.5.0"
"lodash.isinteger","npm","^4.0.4","4.0.4"
"lodash.isnumber","npm","^3.0.3","3.0.3"
"lodash.isplainobject","npm","^4.0.6","4.0.6"
"lodash.isstring","npm","^4.0.1","4.0.1"
"lodash.memoize","npm","^4.1.2","4.1.2"
"lodash.memoize","npm","4.x","4.1.2"
"lodash.merge","npm","^4.6.2","4.6.2"
"lodash.once","npm","^4.0.0","4.1.1"
"lodash.sortby","npm","^4.7.0","4.7.0"
"lodash.startcase","npm","^4.4.0","4.4.0"
"lodash.truncate","npm","^4.4.2","4.4.2"
"lodash.uniq","npm","^4.5.0","4.5.0"
"log-symbols","npm","^4.1.0","4.1.0"
"log-symbols","npm","^5.1.0","5.1.0"
"log-update","npm","^4.0.0","4.0.0"
"logform","npm","^2.3.2","2.6.0"
"logform","npm","^2.4.0","2.6.0"
"logform","npm","^2.6.0","2.6.1"
"long","npm","^5.0.0","5.2.3"
"long-timeout","npm","0.1.1","0.1.1"
"loose-envify","npm","^1.0.0","1.4.0"
"loose-envify","npm","^1.1.0","1.4.0"
"loose-envify","npm","^1.4.0","1.4.0"
"loupe","npm","^2.3.6","2.3.7"
"loupe","npm","^3.1.0","3.1.2"
"loupe","npm","^3.1.1","3.1.2"
"loupe","npm","^3.1.2","3.1.2"
"lower-case","npm","^2.0.2","2.0.2"
"lower-case-first","npm","^2.0.2","2.0.2"
"lowercase-keys","npm","^2.0.0","2.0.0"
"lru-cache","npm","^10.0.1","10.2.2"
"lru-cache","npm","^10.2.0","10.2.2"
"lru-cache","npm","^11.0.0","11.0.1"
"lru-cache","npm","^4.0.1","4.1.5"
"lru-cache","npm","^5.1.1","5.1.1"
"lru-cache","npm","^6.0.0","6.0.0"
"ltgt","npm","^2.1.2","2.2.1"
"lunr","npm","^2.3.9","2.3.9"
"lunr","npm",">= 2.3.0 < 2.4.0","2.3.9"
"lunr-mutable-indexes","npm","2.3.2","2.3.2"
"luxon","npm","^3.2.1","3.4.4"
"lz-string","npm","^1.5.0","1.5.0"
"magic-string","npm","^0.25.7","0.25.9"
"magic-string","npm","^0.27.0","0.27.0"
"magic-string","npm","^0.30.0","0.30.10"
"magic-string","npm","^0.30.11","0.30.12"
"magic-string","npm","^0.30.12","0.30.12"
"magic-string","npm","^0.30.2","0.30.10"
"magic-string","npm","^0.30.3","0.30.10"
"magic-string","npm","~0.30.0","0.30.10"
"magic-string","npm","0.30.5","0.30.5"
"make-dir","npm","^3.0.0","3.1.0"
"make-dir","npm","^3.0.2","3.1.0"
"make-dir","npm","^4.0.0","4.0.0"
"make-error","npm","^1.1.1","1.3.6"
"make-error","npm","^1.3.6","1.3.6"
"make-error","npm","1.x","1.3.6"
"make-fetch-happen","npm","^13.0.0","13.0.1"
"makeerror","npm","1.0.12","1.0.12"
"map-cache","npm","^0.2.0","0.2.2"
"map-obj","npm","^1.0.0","1.0.1"
"map-obj","npm","^4.0.0","4.3.0"
"map-or-similar","npm","^1.5.0","1.5.0"
"mark.js","npm","^8.11.1","8.11.1"
"markdown-to-jsx","npm","^7.4.5","7.5.0"
"marked","npm","^2.0.1","2.1.3"
"marked","npm","^4.3.0","4.3.0"
"marked","npm","2.0.1","2.0.1"
"match-sorter","npm","^6.3.4","6.3.4"
"math-random","npm","^1.0.1","1.0.4"
"maxmin","npm","^2.1.0","2.1.0"
"mdn-data","npm","2.0.14","2.0.14"
"mdn-data","npm","2.0.28","2.0.28"
"mdn-data","npm","2.0.30","2.0.30"
"meant","npm","^1.0.3","1.0.3"
"media-typer","npm","0.3.0","0.3.0"
"medusa-dev-cli","workspace","packages/cli/medusa-dev-cli","0.0.0-use.local"
"memoizerific","npm","^1.11.3","1.11.3"
"meow","npm","^6.0.0","6.1.1"
"merge-descriptors","npm","1.0.1","1.0.1"
"merge-descriptors","npm","1.0.3","1.0.3"
"merge-stream","npm","^2.0.0","2.0.0"
"merge2","npm","^1.3.0","1.4.1"
"merge2","npm","^1.4.1","1.4.1"
"methods","npm","^1.1.1","1.1.2"
"methods","npm","^1.1.2","1.1.2"
"methods","npm","~1.1.2","1.1.2"
"microbundle","npm","^0.13.3","0.13.3"
"micromatch","npm","^4.0.2","4.0.5"
"micromatch","npm","^4.0.4","4.0.5"
"micromatch","npm","^4.0.5","4.0.5"
"mikro-orm","npm","5.9.7","5.9.7"
"mime","npm","^1.4.1","1.6.0"
"mime","npm","1.6.0","1.6.0"
"mime","npm","2.5.2","2.5.2"
"mime-db","npm",">= 1.43.0 < 2","1.52.0"
"mime-db","npm","1.52.0","1.52.0"
"mime-types","npm","^2.1.12","2.1.35"
"mime-types","npm","~2.1.19","2.1.35"
"mime-types","npm","~2.1.24","2.1.35"
"mime-types","npm","~2.1.34","2.1.35"
"mimic-fn","npm","^2.1.0","2.1.0"
"mimic-fn","npm","^4.0.0","4.0.0"
"mimic-response","npm","^1.0.0","1.0.1"
"mimic-response","npm","^3.1.0","3.1.0"
"min-document","npm","^2.19.0","2.19.0"
"min-indent","npm","^1.0.0","1.0.1"
"min-indent","npm","^1.0.1","1.0.1"
"mini-svg-data-uri","npm","^1.2.3","1.4.4"
"minimatch","npm","^10.0.0","10.0.1"
"minimatch","npm","^3.0.3","3.1.2"
"minimatch","npm","^3.0.4","3.1.2"
"minimatch","npm","^3.0.5","3.1.2"
"minimatch","npm","^3.1.1","3.1.2"
"minimatch","npm","^3.1.2","3.1.2"
"minimatch","npm","^5.0.1","5.1.6"
"minimatch","npm","^9.0.1","9.0.4"
"minimatch","npm","2 || 3","3.1.2"
"minimatch","npm","3.0.4","3.0.4"
"minimatch","npm","9.0.3","9.0.3"
"minimist","npm","^1.2.5","1.2.8"
"minimist","npm","^1.2.6","1.2.8"
"minimist","npm","^1.2.8","1.2.8"
"minimist-options","npm","^4.0.2","4.1.0"
"minipass","npm","^3.0.0","3.3.6"
"minipass","npm","^5.0.0","5.0.0"
"minipass","npm","^5.0.0 || ^6.0.2 || ^7.0.0","7.1.0"
"minipass","npm","^7.0.2","7.1.0"
"minipass","npm","^7.0.3","7.1.0"
"minipass","npm","^7.0.4","7.1.0"
"minipass","npm","^7.1.2","7.1.2"
"minipass-collect","npm","^2.0.1","2.0.1"
"minipass-fetch","npm","^3.0.0","3.0.5"
"minipass-flush","npm","^1.0.5","1.0.5"
"minipass-pipeline","npm","^1.2.4","1.2.4"
"minipass-sized","npm","^1.0.3","1.0.3"
"minizlib","npm","^2.1.1","2.1.2"
"minizlib","npm","^2.1.2","2.1.2"
"mixme","npm","^0.5.1","0.5.10"
"mkdirp","npm","^0.5.4","0.5.6"
"mkdirp","npm","^1.0.3","1.0.4"
"mkdirp","npm","^1.0.4","1.0.4"
"mkdirp","npm","~0.5.1","0.5.6"
"mkdirp","npm","~3.0.0","3.0.1"
"mkdirp","npm","0.5.5","0.5.5"
"mlly","npm","^1.4.0","1.7.0"
"mlly","npm","^1.6.1","1.7.0"
"mobx","npm","^6.0.4","6.13.2"
"mobx-react","npm","^9.1.1","9.1.1"
"mobx-react-lite","npm","^4.0.7","4.0.7"
"module-details-from-path","npm","^1.0.3","1.0.3"
"moment","npm","^2.19.3","2.30.1"
"moment","npm","~2.30.1","2.30.1"
"morgan","npm","^1.9.1","1.10.0"
"mri","npm","^1.1.0","1.2.0"
"mrmime","npm","^2.0.0","2.0.0"
"ms","npm","^2.1.1","2.1.3"
"ms","npm","^2.1.3","2.1.3"
"ms","npm","2.0.0","2.0.0"
"ms","npm","2.1.1","2.1.1"
"ms","npm","2.1.2","2.1.2"
"ms","npm","2.1.3","2.1.3"
"msgpackr","npm","^1.10.1","1.10.1"
"msgpackr-extract","npm","^3.0.2","3.0.2"
"msw","npm","^2.3.0","2.3.0"
"multer","npm","^1.4.5-lts.1","1.4.5-lts.1"
"multilang-extract-comments","npm","^0.4.0","0.4.0"
"mute-stream","npm","^1.0.0","1.0.0"
"mute-stream","npm","0.0.8","0.0.8"
"mute-stream","npm","1.0.0","1.0.0"
"mv","npm","~2","2.1.1"
"mv","npm","2.1.1","2.1.1"
"mylas","npm","^2.1.9","2.1.13"
"mz","npm","^2.7.0","2.7.0"
"nan","npm","^2.14.0","2.20.0"
"nanoid","npm","^3.3.7","3.3.7"
"nanoid","npm","^4.0.2","4.0.2"
"napi-macros","npm","~2.0.0","2.0.0"
"natural-compare","npm","^1.4.0","1.4.0"
"natural-orderby","npm","^2.0.1","2.0.3"
"ncp","npm","~2.0.0","2.0.0"
"negotiator","npm","^0.6.3","0.6.3"
"negotiator","npm","0.6.3","0.6.3"
"neo-async","npm","^2.6.0","2.6.2"
"neo-async","npm","^2.6.2","2.6.2"
"nice-try","npm","^1.0.4","1.0.5"
"no-case","npm","^3.0.4","3.0.4"
"node-abort-controller","npm","^3.1.1","3.1.1"
"node-domexception","npm","^1.0.0","1.0.0"
"node-emoji","npm","^2.0.2","2.1.3"
"node-fetch","npm","^2.0.0","2.7.0"
"node-fetch","npm","^2.5.0","2.7.0"
"node-fetch","npm","^2.6.1","2.7.0"
"node-fetch","npm","^2.6.12","2.7.0"
"node-fetch","npm","^3.3.1","3.3.2"
"node-fetch-h2","npm","^2.3.0","2.3.0"
"node-gyp","npm","latest","10.1.0"
"node-gyp-build","npm","~4.1.0","4.1.1"
"node-gyp-build-optional-packages","npm","5.0.7","5.0.7"
"node-int64","npm","^0.4.0","0.4.0"
"node-readfiles","npm","^0.2.0","0.2.0"
"node-releases","npm","^2.0.14","2.0.14"
"node-releases","npm","^2.0.18","2.0.18"
"node-schedule","npm","^2.1.1","2.1.1"
"nodemon","npm","^2.0.20","2.0.22"
"noms","npm","0.0.0","0.0.0"
"nopt","npm","^7.0.0","7.2.1"
"nopt","npm","~1.0.10","1.0.10"
"normalize-package-data","npm","^2.5.0","2.5.0"
"normalize-path","npm","^3.0.0","3.0.0"
"normalize-path","npm","~3.0.0","3.0.0"
"normalize-range","npm","^0.1.2","0.1.2"
"normalize-url","npm","^6.0.1","6.1.0"
"npm-run-path","npm","^2.0.0","2.0.2"
"npm-run-path","npm","^4.0.0","4.0.1"
"npm-run-path","npm","^4.0.1","4.0.1"
"npm-run-path","npm","^5.1.0","5.3.0"
"nth-check","npm","^2.0.1","2.1.1"
"nullthrows","npm","^1.1.1","1.1.1"
"number-is-nan","npm","^1.0.0","1.0.1"
"nwsapi","npm","^2.2.0","2.2.12"
"nwsapi","npm","^2.2.4","2.2.9"
"oas-kit-common","npm","^1.0.8","1.0.8"
"oas-linter","npm","^3.2.2","3.2.2"
"oas-resolver","npm","^2.5.6","2.5.6"
"oas-schema-walker","npm","^1.1.5","1.1.5"
"oas-validator","npm","^5.0.8","5.0.8"
"oauth-sign","npm","~0.9.0","0.9.0"
"object-assign","npm","^4","4.1.1"
"object-assign","npm","^4.0.1","4.1.1"
"object-assign","npm","^4.1.0","4.1.1"
"object-assign","npm","^4.1.1","4.1.1"
"object-hash","npm","^3.0.0","3.0.0"
"object-inspect","npm","^1.13.1","1.13.1"
"object-is","npm","^1.1.5","1.1.6"
"object-keys","npm","^1.1.1","1.1.1"
"object-path","npm","^0.11.8","0.11.8"
"object-treeify","npm","^1.1.4","1.1.33"
"object.assign","npm","^4.1.4","4.1.5"
"object.assign","npm","^4.1.5","4.1.5"
"object.entries","npm","^1.1.7","1.1.8"
"object.fromentries","npm","^2.0.7","2.0.8"
"object.hasown","npm","^1.1.3","1.1.4"
"object.values","npm","^1.1.6","1.2.0"
"object.values","npm","^1.1.7","1.2.0"
"obuf","npm","~1.1.2","1.1.2"
"on-finished","npm","~2.3.0","2.3.0"
"on-finished","npm","2.4.1","2.4.1"
"on-headers","npm","~1.0.2","1.0.2"
"once","npm","^1.3.0","1.4.0"
"once","npm","^1.3.1","1.4.0"
"once","npm","^1.4.0","1.4.0"
"one-time","npm","^1.0.0","1.0.0"
"onetime","npm","^5.1.0","5.1.2"
"onetime","npm","^5.1.2","5.1.2"
"onetime","npm","^6.0.0","6.0.0"
"open","npm","^10.1.0","10.1.0"
"open","npm","^8.0.4","8.4.2"
"open","npm","^8.4.0","8.4.2"
"open","npm","^9.1.0","9.1.0"
"openapi-sampler","npm","^1.5.0","1.5.1"
"openapi3-ts","npm","^3.1.2","3.2.0"
"opencollective-postinstall","npm","^2.0.0","2.0.3"
"optionator","npm","^0.8.1","0.8.3"
"optionator","npm","^0.9.1","0.9.4"
"optionator","npm","^0.9.3","0.9.4"
"ora","npm","^5.4.1","5.4.1"
"ora","npm","^6.3.0","6.3.1"
"os-tmpdir","npm","~1.0.2","1.0.2"
"outdent","npm","^0.5.0","0.5.0"
"outdent","npm","^0.8.0","0.8.0"
"outvariant","npm","^1.2.1","1.4.2"
"outvariant","npm","^1.4.0","1.4.2"
"outvariant","npm","^1.4.2","1.4.2"
"p-cancelable","npm","^2.0.0","2.1.1"
"p-filter","npm","^2.1.0","2.1.0"
"p-finally","npm","^1.0.0","1.0.0"
"p-limit","npm","^2.2.0","2.3.0"
"p-limit","npm","^3.0.2","3.1.0"
"p-limit","npm","^3.1.0","3.1.0"
"p-limit","npm","^4.0.0","4.0.0"
"p-locate","npm","^4.1.0","4.1.0"
"p-locate","npm","^5.0.0","5.0.0"
"p-map","npm","^2.0.0","2.1.0"
"p-map","npm","^4.0.0","4.0.0"
"p-queue","npm","^6.6.2","6.6.2"
"p-timeout","npm","^3.2.0","3.2.0"
"p-try","npm","^2.0.0","2.2.0"
"package-json-from-dist","npm","^1.0.0","1.0.0"
"package-name-regex","npm","~2.0.6","2.0.6"
"packet-reader","npm","1.0.0","1.0.0"
"param-case","npm","^3.0.4","3.0.4"
"parent-module","npm","^1.0.0","1.0.1"
"parent-require","npm","^1.0.0","1.0.0"
"parse-filepath","npm","^1.0.2","1.0.2"
"parse-json","npm","^5.0.0","5.2.0"
"parse-json","npm","^5.2.0","5.2.0"
"parse5","npm","^7.0.0","7.1.2"
"parse5","npm","^7.1.2","7.1.2"
"parse5","npm","5.1.0","5.1.0"
"parseurl","npm","~1.3.3","1.3.3"
"pascal-case","npm","^3.1.2","3.1.2"
"password-prompt","npm","^1.1.2","1.1.3"
"path-browserify","npm","^1.0.1","1.0.1"
"path-case","npm","^3.0.4","3.0.4"
"path-exists","npm","^4.0.0","4.0.0"
"path-is-absolute","npm","^1.0.0","1.0.1"
"path-key","npm","^2.0.0","2.0.1"
"path-key","npm","^2.0.1","2.0.1"
"path-key","npm","^3.0.0","3.1.1"
"path-key","npm","^3.1.0","3.1.1"
"path-key","npm","^4.0.0","4.0.0"
"path-parse","npm","^1.0.6","1.0.7"
"path-parse","npm","^1.0.7","1.0.7"
"path-root","npm","^0.1.1","0.1.1"
"path-root-regex","npm","^0.1.0","0.1.2"
"path-scurry","npm","^1.10.2","1.10.2"
"path-scurry","npm","^2.0.0","2.0.0"
"path-to-regexp","npm","^6.2.0","6.2.2"
"path-to-regexp","npm","0.1.10","0.1.10"
"path-to-regexp","npm","0.1.7","0.1.7"
"path-type","npm","^4.0.0","4.0.0"
"pathe","npm","^1.1.1","1.1.2"
"pathe","npm","^1.1.2","1.1.2"
"pathval","npm","^1.1.1","1.1.1"
"pathval","npm","^2.0.0","2.0.0"
"perfect-debounce","npm","^1.0.0","1.0.0"
"perfect-scrollbar","npm","^1.5.5","1.5.5"
"performance-now","npm","^2.1.0","2.1.0"
"pg","npm","8.11.3","8.11.3"
"pg-cloudflare","npm","^1.1.1","1.1.1"
"pg-connection-string","npm","^2.6.2","2.6.4"
"pg-connection-string","npm","^2.7.0","2.7.0"
"pg-connection-string","npm","2.6.1","2.6.1"
"pg-god","npm","^1.0.12","1.0.12"
"pg-int8","npm","1.0.1","1.0.1"
"pg-numeric","npm","1.0.2","1.0.2"
"pg-pool","npm","^3.6.1","3.6.2"
"pg-protocol","npm","*","1.6.1"
"pg-protocol","npm","^1.6.0","1.6.1"
"pg-types","npm","^2.1.0","2.2.0"
"pg-types","npm","^2.2.0","2.2.0"
"pg-types","npm","^4.0.1","4.0.2"
"pgpass","npm","1.x","1.0.5"
"picocolors","npm","^1.0.0","1.0.0"
"picocolors","npm","^1.0.1","1.1.0"
"picocolors","npm","^1.1.0","1.1.0"
"picomatch","npm","^2.0.4","2.3.1"
"picomatch","npm","^2.2.1","2.3.1"
"picomatch","npm","^2.2.2","2.3.1"
"picomatch","npm","^2.2.3","2.3.1"
"picomatch","npm","^2.3.0","2.3.1"
"picomatch","npm","^2.3.1","2.3.1"
"pify","npm","^2.3.0","2.3.0"
"pify","npm","^4.0.1","4.0.1"
"pify","npm","^5.0.0","5.0.0"
"pirates","npm","^4.0.1","4.0.6"
"pirates","npm","^4.0.4","4.0.6"
"pkg-dir","npm","^4.1.0","4.2.0"
"pkg-dir","npm","^4.2.0","4.2.0"
"pkg-dir","npm","^5.0.0","5.0.0"
"pkg-types","npm","^1.1.0","1.1.0"
"pkginfo","npm","0.4.1","0.4.1"
"please-upgrade-node","npm","^3.2.0","3.2.0"
"plimit-lit","npm","^1.2.6","1.6.1"
"pluralize","npm","^8.0.0","8.0.0"
"pn","npm","^1.1.0","1.1.0"
"polished","npm","^4.2.2","4.3.1"
"pony-cause","npm","^2.1.4","2.1.11"
"possible-typed-array-names","npm","^1.0.0","1.0.0"
"postcss","npm","^8.2.1","8.4.38"
"postcss","npm","^8.2.14","8.4.38"
"postcss","npm","^8.4.23","8.4.38"
"postcss","npm","^8.4.27","8.4.38"
"postcss","npm","^8.4.32","8.4.38"
"postcss","npm","^8.4.33","8.4.38"
"postcss","npm","^8.4.38","8.4.38"
"postcss","npm","^8.4.43","8.4.47"
"postcss","npm","8.4.38","8.4.38"
"postcss-calc","npm","^8.2.3","8.2.4"
"postcss-colormin","npm","^5.3.1","5.3.1"
"postcss-convert-values","npm","^5.1.3","5.1.3"
"postcss-discard-comments","npm","^5.1.2","5.1.2"
"postcss-discard-duplicates","npm","^5.1.0","5.1.0"
"postcss-discard-empty","npm","^5.1.1","5.1.1"
"postcss-discard-overridden","npm","^5.1.0","5.1.0"
"postcss-import","npm","^15.1.0","15.1.0"
"postcss-js","npm","^4.0.1","4.0.1"
"postcss-load-config","npm","^3.0.0","3.1.4"
"postcss-load-config","npm","^4.0.1","4.0.2"
"postcss-loader","npm","^7.2.4","7.3.4"
"postcss-merge-longhand","npm","^5.1.7","5.1.7"
"postcss-merge-rules","npm","^5.1.4","5.1.4"
"postcss-minify-font-values","npm","^5.1.0","5.1.0"
"postcss-minify-gradients","npm","^5.1.1","5.1.1"
"postcss-minify-params","npm","^5.1.4","5.1.4"
"postcss-minify-selectors","npm","^5.2.1","5.2.1"
"postcss-modules","npm","^4.0.0","4.3.1"
"postcss-modules-extract-imports","npm","^3.0.0","3.1.0"
"postcss-modules-extract-imports","npm","^3.1.0","3.1.0"
"postcss-modules-local-by-default","npm","^4.0.0","4.0.5"
"postcss-modules-local-by-default","npm","^4.0.5","4.0.5"
"postcss-modules-scope","npm","^3.0.0","3.2.0"
"postcss-modules-scope","npm","^3.2.0","3.2.0"
"postcss-modules-values","npm","^4.0.0","4.0.0"
"postcss-nested","npm","^6.0.1","6.0.1"
"postcss-normalize-charset","npm","^5.1.0","5.1.0"
"postcss-normalize-display-values","npm","^5.1.0","5.1.0"
"postcss-normalize-positions","npm","^5.1.1","5.1.1"
"postcss-normalize-repeat-style","npm","^5.1.1","5.1.1"
"postcss-normalize-string","npm","^5.1.0","5.1.0"
"postcss-normalize-timing-functions","npm","^5.1.0","5.1.0"
"postcss-normalize-unicode","npm","^5.1.1","5.1.1"
"postcss-normalize-url","npm","^5.1.0","5.1.0"
"postcss-normalize-whitespace","npm","^5.1.1","5.1.1"
"postcss-ordered-values","npm","^5.1.3","5.1.3"
"postcss-reduce-initial","npm","^5.1.2","5.1.2"
"postcss-reduce-transforms","npm","^5.1.0","5.1.0"
"postcss-selector-parser","npm","^6.0.11","6.0.16"
"postcss-selector-parser","npm","^6.0.2","6.0.16"
"postcss-selector-parser","npm","^6.0.4","6.0.16"
"postcss-selector-parser","npm","^6.0.5","6.0.16"
"postcss-selector-parser","npm","^6.0.9","6.0.16"
"postcss-svgo","npm","^5.1.0","5.1.0"
"postcss-unique-selectors","npm","^5.1.1","5.1.1"
"postcss-value-parser","npm","^4.0.0","4.2.0"
"postcss-value-parser","npm","^4.0.2","4.2.0"
"postcss-value-parser","npm","^4.1.0","4.2.0"
"postcss-value-parser","npm","^4.2.0","4.2.0"
"postgres-array","npm","~2.0.0","2.0.0"
"postgres-array","npm","~3.0.1","3.0.2"
"postgres-bytea","npm","~1.0.0","1.0.0"
"postgres-bytea","npm","~3.0.0","3.0.0"
"postgres-date","npm","~1.0.4","1.0.7"
"postgres-date","npm","~2.1.0","2.1.0"
"postgres-interval","npm","^1.1.0","1.2.0"
"postgres-interval","npm","^3.0.0","3.0.0"
"postgres-range","npm","^1.1.1","1.1.4"
"preferred-pm","npm","^3.0.0","3.1.3"
"prelude-ls","npm","^1.2.1","1.2.1"
"prelude-ls","npm","~1.1.2","1.1.2"
"prettier","npm","^2.7.1","2.8.8"
"prettier","npm","^2.8.0","2.8.8"
"prettier","npm","^2.8.7","2.8.8"
"prettier","npm","^2.8.8","2.8.8"
"prettier","npm","^3.1.1","3.2.5"
"prettier-linter-helpers","npm","^1.0.0","1.0.0"
"prettier-plugin-tailwindcss","npm","^0.2.3","0.2.8"
"pretty-bytes","npm","^3.0.0","3.0.1"
"pretty-bytes","npm","^5.4.1","5.6.0"
"pretty-format","npm","^27.0.2","27.5.1"
"pretty-format","npm","^29.0.0","29.7.0"
"pretty-format","npm","^29.5.0","29.7.0"
"pretty-format","npm","^29.7.0","29.7.0"
"pretty-hrtime","npm","^1.0.3","1.0.3"
"prism-react-renderer","npm","^2.0.6","2.3.1"
"prismjs","npm","^1.29.0","1.29.0"
"proc-log","npm","^3.0.0","3.0.0"
"proc-log","npm","^4.2.0","4.2.0"
"process","npm","^0.11.10","0.11.10"
"process-nextick-args","npm","~2.0.0","2.0.1"
"progress","npm","^2.0.0","2.0.3"
"promise","npm","^7.1.1","7.3.1"
"promise-retry","npm","^2.0.1","2.0.1"
"promise.any","npm","^2.0.2","2.0.6"
"promise.series","npm","^0.2.0","0.2.0"
"prompts","npm","^2.0.1","2.4.2"
"prompts","npm","^2.4.2","2.4.2"
"prop-types","npm","^15.5.0","15.8.1"
"prop-types","npm","^15.7.2","15.8.1"
"prop-types","npm","^15.8.1","15.8.1"
"protobufjs","npm","^7.2.5","7.4.0"
"protobufjs","npm","^7.3.0","7.4.0"
"proxy-addr","npm","~2.0.5","2.0.7"
"proxy-addr","npm","~2.0.7","2.0.7"
"proxy-from-env","npm","^1.1.0","1.1.0"
"prr","npm","~1.0.1","1.0.1"
"pseudomap","npm","^1.0.2","1.0.2"
"psl","npm","^1.1.24","1.9.0"
"psl","npm","^1.1.28","1.9.0"
"psl","npm","^1.1.33","1.9.0"
"pstree.remy","npm","^1.1.8","1.1.8"
"pump","npm","^3.0.0","3.0.0"
"punycode","npm","^1.4.1","1.4.1"
"punycode","npm","^2.1.0","2.3.1"
"punycode","npm","^2.1.1","2.3.1"
